INTRODUCCIÓN introducción NP00000 0.411768
pondría poner VMIC3S0 0.65
a a SPS00 0.996023
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
. . Fp 1

Una uno DI0FS0 0.951575
de de SPS00 0.999984
ellas ellos PP3FP000 1
es ser VSIP3S0 1
que que CS 0.437483
es ser VSIP3S0 1
de de SPS00 0.999984
5 5 Z 1
kg kilogramo NCMN000 1
y y CC 0.999962
a a SPS00 0.996023
mí mí PP1CSO00 1
se se P00CN000 0.465639
me me PP1CS000 0.89124
hace hacer VMIP3S0 1
muy muy RG 1
pequeña pequeño AQ0FS0 0.991803
. . Fp 1

Por_ejemplo por_ejemplo RG 1
, , Fc 1
el el DA0MS0 1
otro otro DI0MS0 0.612994
día día NCMS000 1
quise querer VMIS1S0 1
meter meter VMN0000 1
dos 2 Z 0.991679
mantas manta NCFP000 1
( ( Fpa 1
de de SPS00 0.999984
las el DA0FP0 0.970954
peques peque NCCP000 0.98557
, , Fc 1
de de SPS00 0.999984
éstas este PD0FP000 1
que que PR0CN000 0.562517
son ser VSIP3P0 0.988842
para para SPS00 0.999103
tapar tapar VMN0000 1
te te PP2CS000 1
mientras mientras CS 0.889785
ves ver VMIP2S0 0.0465003
la el DA0FS0 0.972269
tele tele NCFS000 1
) ) Fpt 1
y y CC 0.999962
únicamente únicamente RG 1
cabieron cabieron VMIS3P0 1
esas ese DD0FP0 0.991803
dos 2 Z 0.991679
y y CC 0.999962
bien bien RG 0.902728
justas justo AQ0FP0 0.496544
! ! Fat 1

Le le PP3CSD00 1
quise querer VMIS1S0 1
meter meter VMN0000 1
más más RG 1
ropa ropa NCFS000 1
pero pero CC 0.999764
no no RN 0.998134
me me PP1CS000 0.89124
la lo PP3FSA00 0.0277039
aceptó aceptar VMIS3S0 1
... ... Fs 1
por por SPS00 1
sobrecarga sobrecarga NCFS000 0.813614
. . Fp 1

Así así RG 0.998812
que que CS 0.437483
si si CS 0.99954
sois ser VSIP2P0 1
una uno DI0FS0 0.951575
família família NCFS000 0.857143
algo algo RG 0.0997537
numerosa numeroso AQ0FS0 1
, , Fc 1
no no RN 0.998134
creo crear VMIP1S0 0.5
que que CS 0.437483
una uno DI0FS0 0.951575
lavadora lavadora NCFS000 0.414738
así así RG 0.998812
os os PP2CP000 0.773585
compense compensar VMSP3S0 0.618718
, , Fc 1
se se P00CN000 0.465639
os os PP2CP000 0.773585
quedaría quedar VMIC3S0 0.649996
pequeña pequeño AQ0FS0 0.991803
. . Fp 1

Aquí aquí RG 1
en en SPS00 1
casa casa NCFS000 0.979058
solo solo AQ0MS0 0.948498
somos ser VSIP1P0 1
dos 2 Z 0.991679
( ( Fpa 1
o o CC 0.999769
tres 3 Z 1
, , Fc 1
contando contar VMG0000 1
a a SPS00 0.996023
mi mi DP1CSS 0.999101
compañera compañero NCFS000 1
peluda peluda NCFS000 0.351516
^ ^ Fz 1
^ ^ Fz 1
) ) Fpt 1
y y CC 0.999962
ya ya RG 0.999395
se se P00CN000 0.465639
me me PP1CS000 0.89124
queda quedar VMIP3S0 0.901709
chiquitísima chiquito AQSFS0 1
! ! Fat 1

Así así RG 0.998812
que que CS 0.437483
imaginad imaginar VMM02P0 1
os os PP2CP000 1
... ... Fs 1
Otra otro PI0FS000 0.196101
de de SPS00 0.999984
las el DA0FP0 0.970954
cosas cosa NCFP000 0.997312
que que PR0CN000 0.562517
no no RN 0.998134
me me PP1CS000 0.89124
convence convencer VMIP3S0 0.994868
en en SPS00 1
absoluto absoluto NCMS000 0.34273
( ( Fpa 1
menos menos RG 1
mal mal RG 0.497537
que que CS 0.437483
solo solo RG 0.0472103
vamos ir VMIP1P0 0.655914
a a SPS00 0.996023
estar estar VAN0000 1
cinco 5 Z 0.995868
meses mes NCMP000 0.992424
) ) Fpt 1
es ser VSIP3S0 1
que que CS 0.437483
en en SPS00 1
la el DA0FS0 0.972269
ruleta ruleta NCFS000 1
para para SPS00 0.999103
poner poner VMN0000 1
el el DA0MS0 1
programa programa NCMS000 0.953488
que que PR0CN000 0.562517
tiene tener VMIP3S0 1
no no RN 0.998134
da dar VMIP3S0 0.996689
vueltas vuelta NCFP000 0.608233
, , Fc 1
se se P00CN000 0.465639
queda quedar VMIP3S0 0.901709
quieto quieto AQ0MS0 1
en en SPS00 1
funcionamiento funcionamiento NCMS000 1
. . Fp 1

Me me PP1CS000 0.89124
explico explicar VMIP1S0 1
mejor mejor AQ0CS0 0.873665
. . Fp 1

Cuándo cuándo PT000000 0.962963
tú tú PP2CSN00 1
has haber VAIP2S0 0.44002
puesto poner VMP00SM 0.549505
una uno DI0FS0 0.951575
lavadora lavadora NCFS000 0.414738
, , Fc 1
en_vez_de en_vez_de SPS00 1
que que CS 0.437483
vaya ir VMSP1S0 0.221053
girando girar VMG0000 1
la el DA0FS0 0.972269
ruedecita rueda NCFS00D 0.272775
conforme conforme AQ0CS0 0.401404
va ir VMIP3S0 1
cambiando cambiar VMG0000 1
de de SPS00 0.999984
programa programa NCMS000 0.953488
, , Fc 1
en en SPS00 1
esta este DD0FS0 0.986779
lavadora lavadora NCFS000 0.414738
se se P00CN000 0.465639
queda quedar VMIP3S0 0.901709
totalmente totalmente RG 1
quieto quieto AQ0MS0 1
. . Fp 1

Por por SPS00 1
tanto tanto RG 0.862252
, , Fc 1
si si CS 0.99954
por_ejemplo por_ejemplo RG 1
no no RN 0.998134
quieres querer VMIP2S0 1
que que CS 0.437483
te te PP2CS000 0.940613
centrifugue centrifugar VMSP3S0 0.543943
la el DA0FS0 0.972269
ropa ropa NCFS000 1
, , Fc 1
no no RN 0.998134
puedes poder VMIP2S0 1
hacer hacer VMN0000 1
lo lo PP3CNA00 0.5 lo PP3MSA00 0.5
... ... Fs 1
tienes tener VMIP2S0 1
que que CS 0.437483
dejar dejar VMN0000 1
que que CS 0.437483
lo lo PP3CNA00 0.271177
haga hacer VMSP1S0 0.451327
hasta hasta SPS00 0.957698
el el DA0MS0 1
final final NCFS000 0.427762
. . Fp 1

En en SPS00 1
casa casa NCFS000 0.979058
por_ejemplo por_ejemplo RG 1
( ( Fpa 1
la el DA0FS0 0.972269
de de SPS00 0.999984
mis mi DP1CPS 0.995868
padres padre NCMP000 1
, , Fc 1
me me PP1CS000 0.89124
refiero referir VMIP1S0 1
) ) Fpt 1
si si CS 0.99954
no no RN 0.998134
quieres querer VMIP2S0 1
que que CS 0.437483
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
te te PP2CS000 0.940613
centrifugue centrifugar VMSP3S0 0.543943
pasas pasa NCFP000 0.641384
con con SPS00 1
la el DA0FS0 0.972269
ruleta ruleta NCFS000 1
ese ese DD0MS0 0.986111
programa programa NCMS000 0.953488
y y CC 0.999962
no no RN 0.998134
lo lo PP3CNA00 0.271177
hace hacer VMIP3S0 1
. . Fp 1

Aquí aquí RG 1
en en SPS00 1
cambio cambio NCMS000 0.99505
, , Fc 1
por por SPS00 1
eggs eggs NCMP000 1
( ( Fpa 1
huevos huevo NCMP000 1
xD xd NCFS000 0.961423
) ) Fpt 1
lo lo PP3CNA00 0.271177
tiene tener VMIP3S0 1
que que CS 0.437483
hacer hacer VMN0000 1
... ... Fs 1
y y CC 0.999962
con con SPS00 1
lo el DA0NS0 0.457533
poco poco PI0MS000 0.333333
que que PR0CN000 0.562517
me me PP1CS000 0.89124
gusta gustar VMIP3S0 0.983871
que que CS 0.437483
mi mi DP1CSS 0.999101
ropa ropa NCFS000 1
empiece empiece NCMS000 0.908342
a a SPS00 0.996023
dar dar VMN0000 1
vueltas vuelta NCFP000 0.608233
como como CS 0.999289
una uno DI0FS0 0.951575
loca loco NCFS000 0.342923
! ! Fat 1

En en SPS00 1
su su DP3CS0 1
lado lado NCMS000 1
positivo positivo AQ0MS0 0.58227
( ( Fpa 1
para para SPS00 0.999103
no no RN 0.998134
dejar dejar VMN0000 1
esta este DD0FS0 0.986779
lavadora lavadora NCFS000 0.414738
por por SPS00 1
los el DA0MP0 0.976481
suelos suelo NCMP000 1
xD xd NCFS000 0.961423
) ) Fpt 1
decir decir VMN0000 0.997512
que que CS 0.437483
bueno bueno I 0.548077
... ... Fs 1
parece parecer VMIP3S0 0.997449
que que PR0CN000 0.562517
lava lavar VMIP3S0 0.450743
bien bien RG 0.902728
, , Fc 1
por_lo_menos por_lo_menos RG 1
hasta hasta SPS00 0.957698
ahora ahora RG 1
, , Fc 1
que que CS 0.437483
he haber VAIP1S0 0.993808
hecho hacer VMP00SM 0.620968
como como CS 0.999289
unas uno DI0FP0 0.937677
cinco 5 Z 0.995868
lavadoras lavadora NCFP000 0.411969
, , Fc 1
toda todo DI0FS0 0.982026
la el DA0FS0 0.972269
ropa ropa NCFS000 1
ha haber VAIP3S0 0.999255
salido salir VMP00SM 1
bien bien RG 0.902728
. . Fp 1

Además además RG 1
que que CS 0.437483
parece parecer VMIP3S0 0.997449
que que CS 0.437483
te te PP2CS000 0.940613
la lo PP3FSA00 0.0277039
cuida cuidar VMIP3S0 0.994752
bastante bastante RG 0.776824
y y CC 0.999962
que que CS 0.437483
no no RN 0.998134
es ser VSIP3S0 1
demasiado demasiado RG 0.946721
abrasiva abrasivo AQ0FS0 1
( ( Fpa 1
aunque aunque CC 1
con con SPS00 1
el el DA0MS0 1
centrifugado centrifugado NCMS000 0.308252
... ... Fs 1
no no RN 0.998134
sé saber VMIP1S0 0.997238
yo yo PP1CSN00 1
! ! Fat 1
) ) Fpt 1
. . Fp 1

Se se P00CN000 0.465639
me me PP1CS000 0.89124
olvidaba olvidar VMII3S0 0.649997
comentar comentar VMN0000 1
os os PP2CP000 1
otra otro DI0FS0 0.803899
cosilla cosilla NCFS000 0.65
xD xd NCFS000 0.961423
Y y NP00000 1
es ser VSIP3S0 1
que que CS 0.437483
, , Fc 1
el el DA0MS0 1
suavizante suavizante NCCS000 0.342742
se se P00CN000 0.465639
tiene tener VMIP3S0 1
que que CS 0.437483
poner poner VMN0000 1
en en SPS00 1
el el DA0MS0 1
último último AO0MS0 1
momento momento NCMS000 1
, , Fc 1
por_lo_menos por_lo_menos RG 1
en en SPS00 1
esta este DD0FS0 0.986779
lavadora lavadora NCFS000 0.414738
, , Fc 1
porque porque CS 1
si si CS 0.99954
la lo PP3FSA00 0.0277039
pones poner VMIP2S0 1
a a SPS00 0.996023
primeras 1 AO0FP0 0.97619
de de SPS00 0.999984
cambio cambio NCMS000 0.99505
, , Fc 1
nada nada PI0CS000 0.850279
más más RG 1
encender encender VMN0000 1
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
, , Fc 1
se se P00CN000 0.465639
tragará tragar VMIF3S0 1
seguidamente seguidamente RG 1
el el DA0MS0 1
suavizante suavizante AQ0CS0 0.657258
como como CS 0.999289
si si CS 0.99954
se se P00CN000 0.465639
tratara tratar VMSI3S0 0.65
de de SPS00 1
el el DA0MS0 1
mismo mismo AQ0MS0 0.968254
jabón jabón NCMS000 1
. . Fp 1

CONCLUSIÓN conclusión NP00000 0.411768
: : Fd 1
En en SPS00 1
un uno DI0MS0 0.987295
principio principio NCMS000 0.992958
le le PP3CSD00 1
había haber VAII1S0 0.353863
puesto poner VMP00SM 0.549505
tres 3 Z 1
estrellas estrella NCFP000 0.980769
, , Fc 1
pero pero CC 0.999764
es ser VSIP3S0 1
que que CS 0.437483
voy ir VMIP1S0 1
recordando recordar VMG0000 1
y y CC 0.999962
recordando recordar VMG0000 1
y y CC 0.999962
veo ver VMIP1S0 1
que que CS 0.437483
la el DA0FS0 0.972269
lavadora lavadora NCFS000 0.414738
tiene tener VMIP3S0 1
más más RG 1
cosas cosa NCFP000 0.997312
negativas negativo AQ0FP0 0.432441
que que PR0CN000 0.562517
positivas positivo AQ0FP0 1
... ... Fs 1
Claro claro I 0.0415094
, , Fc 1
si si CS 0.99954
alguien alguien PI0CS000 1
quiere querer VMIP3S0 0.996454
opinión opinión NCFS000 1
de de SPS00 0.999984
ésta este PD0FS000 1
lavadora lavador AQ0FS0 0.585262
y y CC 0.999962
vé vé VMIP1S0 0.32417
tres 3 Z 1
estrellas estrella NCFP000 0.980769
, , Fc 1
puede poder VMIP3S0 0.999117
pensar pensar VMN0000 1
que que CS 0.437483
es ser VSIP3S0 1
bastante bastante RG 0.776824
buena bueno AQ0FS0 1
y y CC 0.999962
me me PP1CS000 0.89124
temo temer VMIP1S0 1
que que CS 0.437483
todo_lo_contrario todo_lo_contrario I 1
... ... Fs 1
Así así RG 0.998812
que que CS 0.437483
, , Fc 1
sintiendo sentir VMG0000 1
lo lo PP3CNA00 0.5 lo PP3MSA00 0.5
mucho mucho RG 0.702081
, , Fc 1
se se P00CN000 0.465639
queda quedar VMIP3S0 0.901709
con con SPS00 1
dos 2 Z 0.991679
estrellas estrella NCFP000 0.980769
. . Fp 1

